threshold,model,project,file,gate_attempt,repeated_error,repeated_action,top_peer_action_at_same_index,votes,peer_successes,peer_models,different_from_repeated_action,effective_total_tokens,log_path
8,claude-s4,ST,ST__pmemutil_check_crc.rs,17,AssertFail,USELEMMA,CASE_ANALYSIS,2,3,claude gpt5 o4mini,1,406851,all_batch_results-cyy-claude-s4/results-batch_008/o-ST__pmemutil_check_crc-20251204-092834/verus-repair.log
8,o4mini,NO,NO__spec__cyclicbuffer__log_entry_alive_value_wrap_around.rs,15,AssertFail,CASE_ANALYSIS,NONLINEAR_ARITHMETIC,3,3,claude claude-s4 gpt5,1,405775,all_batch_results-cyy-o4mini/results-batch_004/o-NO__spec__cyclicbuffer__log_entry_alive_value_wrap_around-20251127-073019/verus-repair.log
8,gpt5,IR,IR__marshal_v__impl0__lemma_serialization_is_not_a_prefix_of.rs,9,AssertFail,USELEMMA,POSTCONDITION_REPAIR,1,1,claude,1,405508,all_batch_results-cyy-gpt5/results-batch_002/o-IR__marshal_v__impl0__lemma_serialization_is_not_a_prefix_of-20251126-183100/verus-repair.log
8,o4mini,NO,NO__spec__unbounded_log__LogRangeMatchesQueue_append_other.rs,18,AssertFail,INSTANTIATE_FORALL,INDUCTION,2,2,claude claude-s4,1,404207,all_batch_results-cyy-o4mini/results-batch_004/o-NO__spec__unbounded_log__LogRangeMatchesQueue_append_other-20251127-091056/verus-repair.log
8,o4mini,NR,NR__impl_u__l1__impl2__lemma_nonempty_implies_interp_contains.rs,8,PostCondFail,postcondition_repair,postcondition_repair,2,3,claude claude-s4 gpt5,0,403398,all_batch_results-cyy-o4mini/results-batch_004/o-NR__impl_u__l1__impl2__lemma_nonempty_implies_interp_contains-20251127-181521/verus-repair.log
8,claude-s4,IR,IR__verus_extra__lemma_seq_fold_left_append_len_int.rs,18,AssertFail,SEQSETMAP,INDUCTION,2,2,claude o4mini,1,401143,all_batch_results-cyy-claude-s4/results-batch_003/o-IR__verus_extra__lemma_seq_fold_left_append_len_int-20251203-151622/verus-repair.log
8,o4mini,AL,AL__spec_entails_always_tla_forall.rs,9,AssertFail,INSTANTIATE_FORALL,INSTANTIATE_FORALL,2,3,claude claude-s4 gpt5,0,400396,all_batch_results-cyy-o4mini/results-batch_002/o-AL__spec_entails_always_tla_forall-20251125-213110/verus-repair.log
8,claude-s4,AL,AL__seq_filter_preserves_no_duplicates.rs,14,AssertFail,SEQSETMAP,INDUCTION,1,1,gpt5,1,398775,all_batch_results-cyy-claude-s4/results-batch_002/o-AL__seq_filter_preserves_no_duplicates-20251202-201931/verus-repair.log
8,o4mini,AL,AL__leads_to_weaken.rs,15,AssertFail,INSTANTIATE_FORALL,CASE_ANALYSIS,1,2,claude gpt5,1,398772,all_batch_results-cyy-o4mini/results-batch_002/o-AL__leads_to_weaken-20251125-181502/verus-repair.log
8,o4mini,MA,MA__commit_mask__impl__is_full.rs,20,AssertFail,INSTANTIATE_FORALL,EXTENSIONAL_EQUALITY,1,2,claude claude-s4,1,398431,all_batch_results-cyy-o4mini/results-batch_003/o-MA__commit_mask__impl__is_full-20251127-200132/verus-repair.log
8,o4mini,IR,IR__delegation_map_v__impl3__mind_the_gap.rs,20,AssertFail,CASE_ANALYSIS,INSTANTIATE_FORALL,1,1,claude,1,397707,all_batch_results-cyy-o4mini/results-batch_002/o-IR__delegation_map_v__impl3__mind_the_gap-20251126-094952/verus-repair.log
8,gpt5,OS,OS__pagetable__entry__zero_leads_is_empty_page_entry.rs,13,AssertFail,COMPUTE,BIT_VECTOR_REASONING,2,2,claude claude-s4,1,396510,all_batch_results-cyy-gpt5/results-batch_006/o-OS__pagetable__entry__zero_leads_is_empty_page_entry-20251129-043911/verus-repair.log
8,o4mini,IR,IR__verus_extra__lemma_map_set_singleton_auto.rs,12,AssertFail,INSTANTIATE_EXISTS,SEQSETMAP,3,3,claude claude-s4 gpt5,1,393563,all_batch_results-cyy-o4mini/results-batch_003/o-IR__verus_extra__lemma_map_set_singleton_auto-20251127-095811/verus-repair.log
8,o4mini,AL,AL__always_implies_forall_intro.rs,10,AssertFail,INSTANTIATE_FORALL,INSTANTIATE_FORALL,1,3,claude claude-s4 gpt5,0,392813,all_batch_results-cyy-o4mini/results-batch_001/o-AL__always_implies_forall_intro-20251126-171800/verus-repair.log
8,o4mini,IR,IR__marshal_v__impl4__lemma_view_equal_symmetric.rs,19,AssertFail,INSTANTIATE_FORALL,USELEMMA,1,3,claude claude-s4 gpt5,1,391466,all_batch_results-cyy-o4mini/results-batch_003/o-IR__marshal_v__impl4__lemma_view_equal_symmetric-20251127-013040/verus-repair.log
8,claude-s4,AL,AL__push_to_set_seq_to_set_insert.rs,13,AssertFail,SEQSETMAP,INSTANTIATE_EXISTS,2,3,claude gpt5 o4mini,1,390905,all_batch_results-cyy-claude-s4/results-batch_002/o-AL__push_to_set_seq_to_set_insert-20251202-192425/verus-repair.log
8,o4mini,NR,NR__extra__lemma_aligned_iff_eq_mul_div.rs,9,AssertFail,USELEMMA,NONLINEAR_ARITHMETIC,3,3,claude claude-s4 gpt5,1,390631,all_batch_results-cyy-o4mini/results-batch_004/o-NR__extra__lemma_aligned_iff_eq_mul_div-20251127-124201/verus-repair.log
8,gpt5,OS,OS__util__page_ptr_util_u__va_4k_range_valid.rs,9,AssertFail,LOOPINV,LOOPINV,3,3,claude claude-s4 o4mini,0,390548,all_batch_results-cyy-gpt5/results-batch_007/o-OS__util__page_ptr_util_u__va_4k_range_valid-20251129-221152/verus-repair.log
8,o4mini,AL,AL__always_tla_forall_apply.rs,10,AssertFail,INSTANTIATE_FORALL,INSTANTIATE_FORALL,2,3,claude claude-s4 gpt5,0,389675,all_batch_results-cyy-o4mini/results-batch_001/o-AL__always_tla_forall_apply-20251126-185510/verus-repair.log
8,o4mini,NR,NR__extra__aligned_transitive.rs,9,AssertFail,USELEMMA,NONLINEAR_ARITHMETIC,3,3,claude claude-s4 gpt5,1,388673,all_batch_results-cyy-o4mini/results-batch_004/o-NR__extra__aligned_transitive-20251127-120334/verus-repair.log
8,o4mini,MA,MA__commit_mask__impl__create_full.rs,13,AssertFail,NONLINEAR_ARITHMETIC,LOOPINV,1,2,claude claude-s4,1,386711,all_batch_results-cyy-o4mini/results-batch_003/o-MA__commit_mask__impl__create_full-20251127-192024/verus-repair.log
8,o4mini,MA,MA__commit_mask__impl__create_intersect.rs,16,AssertFail,INSTANTIATE_FORALL,LOOPINV,3,3,claude claude-s4 gpt5,1,386455,all_batch_results-cyy-o4mini/results-batch_003/o-MA__commit_mask__impl__create_intersect-20251127-193919/verus-repair.log
8,o4mini,OS,OS__pagetable__pagetable_impl_base__impl0__get_entry_l4.rs,8,PostCondFail,postcondition_repair,ADD_TRIGGER_ASSERT,2,3,claude claude-s4 gpt5,1,386421,all_batch_results-cyy-o4mini/results-batch_007/o-OS__pagetable__pagetable_impl_base__impl0__get_entry_l4-20251129-014328/verus-repair.log
8,claude-s4,AL,AL__leads_to_always_combine.rs,15,AssertFail,CASE_ANALYSIS,INSTANTIATE_FORALL,1,2,claude gpt5,1,386227,all_batch_results-cyy-claude-s4/results-batch_001/o-AL__leads_to_always_combine-20251203-115820/verus-repair.log
8,o4mini,IR,IR__marshal_v__impl0__lemma_serialize_injective.rs,16,AssertFail,USELEMMA,USELEMMA,1,2,claude gpt5,0,385127,all_batch_results-cyy-o4mini/results-batch_002/o-IR__marshal_v__impl0__lemma_serialize_injective-20251126-210146/verus-repair.log
8,o4mini,AL,AL__seq_pred_false_on_all_elements_implies_empty_filter.rs,19,AssertFail,CASE_ANALYSIS,INDUCTION,1,2,claude gpt5,1,383477,all_batch_results-cyy-o4mini/results-batch_002/o-AL__seq_pred_false_on_all_elements_implies_empty_filter-20251125-203646/verus-repair.log
8,claude-s4,AL,AL__tla_forall_always_equality.rs,16,AssertFail,CASE_ANALYSIS,CASE_ANALYSIS,1,2,claude gpt5,0,383178,all_batch_results-cyy-claude-s4/results-batch_002/o-AL__tla_forall_always_equality-20251202-225637/verus-repair.log
8,gpt5,OS,OS__process_manager__process_tree__new_proc_preserve_tree_inv_4.rs,11,AssertFail,INSTANTIATE_FORALL,ADD_TRIGGER_ASSERT,1,3,claude claude-s4 o4mini,1,382952,all_batch_results-cyy-gpt5/results-batch_007/o-OS__process_manager__process_tree__new_proc_preserve_tree_inv_4-20251129-134112/verus-repair.log
8,gpt5,OS,OS__memory_manager__spec_impl__impl0__resolve_iommu_table_mapping.rs,8,PostCondFail,postcondition_repair,INSTANTIATE_FORALL,1,2,claude claude-s4,1,379685,all_batch_results-cyy-gpt5/results-batch_006/o-OS__memory_manager__spec_impl__impl0__resolve_iommu_table_mapping-20251129-032311/verus-repair.log
8,claude-s4,IR,IR__verus_extra__lemma_seq_fold_left_sum_len_int_positive.rs,18,AssertFail,INDUCTION,INDUCTION,2,3,claude gpt5 o4mini,0,378061,all_batch_results-cyy-claude-s4/results-batch_003/o-IR__verus_extra__lemma_seq_fold_left_sum_len_int_positive-20251203-154529/verus-repair.log
8,o4mini,OS,OS__memory_manager__spec_impl__impl0__resolve_iommu_table_mapping.rs,8,PostCondFail,postcondition_repair,INSTANTIATE_FORALL,1,2,claude claude-s4,1,376639,all_batch_results-cyy-o4mini/results-batch_006/o-OS__memory_manager__spec_impl__impl0__resolve_iommu_table_mapping-20251128-223812/verus-repair.log
8,claude-s4,AL,AL__seq_pred_false_on_all_elements_implies_empty_filter.rs,18,AssertFail,SEQSETMAP,INDUCTION,1,2,claude gpt5,1,376175,all_batch_results-cyy-claude-s4/results-batch_002/o-AL__seq_pred_false_on_all_elements_implies_empty_filter-20251202-202720/verus-repair.log
8,claude-s4,ST,ST__subregion_write_absolute.rs,11,AssertFail,ADD_TRIGGER_ASSERT,precondition_repair,1,3,claude gpt5 o4mini,1,376006,all_batch_results-cyy-claude-s4/results-batch_008/o-ST__subregion_write_absolute-20251204-103425/verus-repair.log
8,claude-s4,MA,MA__pigeonhole__set_mismatch.rs,12,AssertFail,SEQSETMAP,EXTENSIONAL_EQUALITY,1,2,claude o4mini,1,375870,all_batch_results-cyy-claude-s4/results-batch_004/o-MA__pigeonhole__set_mismatch-20251203-140837/verus-repair.log
8,o4mini,AL,AL__not_eventually_by_always_not.rs,9,AssertFail,COMPUTE,INSTANTIATE_FORALL,2,3,claude claude-s4 gpt5,1,372013,all_batch_results-cyy-o4mini/results-batch_002/o-AL__not_eventually_by_always_not-20251125-192223/verus-repair.log
8,o4mini,AL,AL__leads_to_shortcut_temp.rs,18,AssertFail,CASE_ANALYSIS,INSTANTIATE_FORALL,1,3,claude claude-s4 gpt5,1,369979,all_batch_results-cyy-o4mini/results-batch_002/o-AL__leads_to_shortcut_temp-20251125-165843/verus-repair.log
8,o4mini,AL,AL__unpack_conditions_from_spec.rs,19,AssertFail,INSTANTIATE_FORALL,ADD_TRIGGER_ASSERT,2,3,claude claude-s4 gpt5,1,369772,all_batch_results-cyy-o4mini/results-batch_002/o-AL__unpack_conditions_from_spec-20251126-035756/verus-repair.log
8,o4mini,IR,IR__marshal_v__impl4__serialize.rs,16,AssertFail,LOOPINV,SEQSETMAP,1,1,claude,1,368029,all_batch_results-cyy-o4mini/results-batch_003/o-IR__marshal_v__impl4__serialize-20251127-015617/verus-repair.log
8,o4mini,IR,IR__delegation_map_v__impl3__keys_in_index_range_agree.rs,16,AssertFail,CASE_ANALYSIS,INSTANTIATE_FORALL,1,3,claude claude-s4 gpt5,1,367274,all_batch_results-cyy-o4mini/results-batch_002/o-IR__delegation_map_v__impl3__keys_in_index_range_agree-20251126-092241/verus-repair.log
8,o4mini,AL,AL__transform_leads_to_with_until.rs,16,AssertFail,INSTANTIATE_EXISTS,INSTANTIATE_FORALL,1,3,claude claude-s4 gpt5,1,367250,all_batch_results-cyy-o4mini/results-batch_002/o-AL__transform_leads_to_with_until-20251126-025623/verus-repair.log
8,claude,OS,OS__slinkedlist__spec_impl_u__impl2__remove_helper5.rs,13,AssertFail,POSTCONDITION_REPAIR,USELEMMA,1,1,claude-s4,1,365876,all_batch_results-cyy-claude/results-batch_007/o-OS__slinkedlist__spec_impl_u__impl2__remove_helper5-20251202-150651/verus-repair.log
8,o4mini,AL,AL__true_pred_on_all_element_equal_to_pred_on_all_index.rs,11,AssertFail,INSTANTIATE_FORALL,CASE_ANALYSIS,1,2,claude claude-s4,1,365507,all_batch_results-cyy-o4mini/results-batch_002/o-AL__true_pred_on_all_element_equal_to_pred_on_all_index-20251126-032623/verus-repair.log
8,claude-s4,IR,IR__marshal_ironsht_specific_v__impl2__lemma_serialize_injective.rs,15,AssertFail,CASE_ANALYSIS,USELEMMA,1,1,gpt5,1,364170,all_batch_results-cyy-claude-s4/results-batch_002/o-IR__marshal_ironsht_specific_v__impl2__lemma_serialize_injective-20251203-104900/verus-repair.log
8,claude-s4,IR,IR__single_delivery_model_v__impl2__receive_impl.rs,8,PostCondFail,postcondition_repair,SEQSETMAP,1,2,claude gpt5,1,360418,all_batch_results-cyy-claude-s4/results-batch_003/o-IR__single_delivery_model_v__impl2__receive_impl-20251203-135901/verus-repair.log
8,claude-s4,NR,NR__impl_u__l2_impl__impl0__new_entry.rs,8,PostCondFail,postcondition_repair,USELEMMA,3,3,claude gpt5 o4mini,1,359423,all_batch_results-cyy-claude-s4/results-batch_004/o-NR__impl_u__l2_impl__impl0__new_entry-20251203-175704/verus-repair.log
8,o4mini,ST,ST__logimpl_update_inactive_log_metadata.rs,11,PreCondFail,precondition_repair,EXTENSIONAL_EQUALITY,1,1,claude,1,358727,all_batch_results-cyy-o4mini/results-batch_007/o-ST__logimpl_update_inactive_log_metadata-20251130-013608/verus-repair.log
8,claude,IR,IR__marshal_ironsht_specific_v__impl2__lemma_serialize_injective.rs,11,AssertFail,USELEMMA,USELEMMA,1,1,gpt5,0,357064,all_batch_results-cyy-claude/results-batch_002/o-IR__marshal_ironsht_specific_v__impl2__lemma_serialize_injective-20251201-050657/verus-repair.log
8,claude-s4,IR,IR__verus_extra__lemma_if_nothing_in_seq_satisfies_filter_then_filter_result_is_empty.rs,16,AssertFail,SEQSETMAP,CASE_ANALYSIS,1,1,gpt5,1,357046,all_batch_results-cyy-claude-s4/results-batch_003/o-IR__verus_extra__lemma_if_nothing_in_seq_satisfies_filter_then_filter_result_is_empty-20251203-150721/verus-repair.log
8,o4mini,AL,AL__wf1.rs,19,AssertFail,INSTANTIATE_FORALL,CASE_ANALYSIS,1,1,gpt5,1,353538,all_batch_results-cyy-o4mini/results-batch_002/o-AL__wf1-20251126-050516/verus-repair.log
8,o4mini,AL,AL__always_implies_to_leads_to.rs,11,AssertFail,INSTANTIATE_EXISTS,INSTANTIATE_FORALL,1,3,claude claude-s4 gpt5,1,351218,all_batch_results-cyy-o4mini/results-batch_001/o-AL__always_implies_to_leads_to-20251126-181614/verus-repair.log
8,o4mini,AL,AL__wf1_variant_temp.rs,16,AssertFail,INSTANTIATE_FORALL,INSTANTIATE_FORALL,1,2,claude gpt5,0,349990,all_batch_results-cyy-o4mini/results-batch_002/o-AL__wf1_variant_temp-20251126-052950/verus-repair.log
8,claude-s4,MA,MA__commit_mask__impl__create_empty.rs,16,AssertFail,NONLINEAR_ARITHMETIC,LOOPINV,2,3,claude gpt5 o4mini,1,349509,all_batch_results-cyy-claude-s4/results-batch_003/o-MA__commit_mask__impl__create_empty-20251203-180726/verus-repair.log
8,o4mini,VE,VE__regular__leb128__impl2__lemma_spec_serialize_length.rs,19,AssertFail,INDUCTION,bitvassert_repair,1,1,gpt5,1,339776,all_batch_results-cyy-o4mini/results-batch_008/o-VE__regular__leb128__impl2__lemma_spec_serialize_length-20251129-113400/verus-repair.log
8,o4mini,OS,OS__memory_manager__spec_impl__impl0__resolve_pagetable_mapping.rs,8,PostCondFail,postcondition_repair,ADD_TRIGGER_ASSERT,1,1,claude,1,338868,all_batch_results-cyy-o4mini/results-batch_006/o-OS__memory_manager__spec_impl__impl0__resolve_pagetable_mapping-20251128-224632/verus-repair.log
8,o4mini,IR,IR__marshal_v__impl2__lemma_serialize_injective.rs,18,AssertFail,EXTENSIONAL_EQUALITY,CASE_ANALYSIS,1,1,claude,1,334697,all_batch_results-cyy-o4mini/results-batch_002/o-IR__marshal_v__impl2__lemma_serialize_injective-20251126-223212/verus-repair.log
8,o4mini,IR,IR__single_delivery_model_v__impl2__receive_impl.rs,8,PostCondFail,postcondition_repair,SEQSETMAP,1,2,claude gpt5,1,333169,all_batch_results-cyy-o4mini/results-batch_003/o-IR__single_delivery_model_v__impl2__receive_impl-20251127-053104/verus-repair.log
8,o4mini,NR,NR__extra__subtract_mod_eq_zero.rs,18,AssertFail,NONLINEAR_ARITHMETIC,NONLINEAR_ARITHMETIC,1,1,claude,0,332826,all_batch_results-cyy-o4mini/results-batch_004/o-NR__extra__subtract_mod_eq_zero-20251127-134121/verus-repair.log
8,o4mini,OS,OS__pagetable__entry__zero_leads_is_empty_page_entry.rs,11,AssertFail,COMPUTE,BIT_VECTOR_REASONING,2,2,claude claude-s4,1,329291,all_batch_results-cyy-o4mini/results-batch_006/o-OS__pagetable__entry__zero_leads_is_empty_page_entry-20251128-230359/verus-repair.log
8,o4mini,AL,AL__seq_filter_preserves_no_duplicates.rs,11,AssertFail,INDUCTION,INDUCTION,1,1,gpt5,0,329243,all_batch_results-cyy-o4mini/results-batch_002/o-AL__seq_filter_preserves_no_duplicates-20251125-201842/verus-repair.log
8,claude,AL,AL__always_p_or_eventually_q_rec.rs,10,AssertFail,INDUCTION,INDUCTION,2,3,claude-s4 gpt5 o4mini,0,328816,all_batch_results-cyy-claude/results-batch_001/o-AL__always_p_or_eventually_q_rec-20251201-080545/verus-repair.log
8,claude-s4,AL,AL__always_to_always_later.rs,17,AssertFail,INSTANTIATE_FORALL,CASE_ANALYSIS,1,2,claude gpt5,1,328134,all_batch_results-cyy-claude-s4/results-batch_001/o-AL__always_to_always_later-20251203-111016/verus-repair.log
8,o4mini,AL,AL__init_invariant.rs,20,AssertFail,CASE_ANALYSIS,INSTANTIATE_FORALL,2,3,claude claude-s4 gpt5,1,324607,all_batch_results-cyy-o4mini/results-batch_001/o-AL__init_invariant-20251126-224954/verus-repair.log
8,o4mini,MA,MA__bin_sizes__size_of_bin_mult_word_size.rs,19,AssertFail,COMPUTE,NONLINEAR_ARITHMETIC,3,3,claude claude-s4 gpt5,1,323143,all_batch_results-cyy-o4mini/results-batch_003/o-MA__bin_sizes__size_of_bin_mult_word_size-20251127-183949/verus-repair.log
8,gpt5,IR,IR__delegation_map_v__impl3__values_agree.rs,19,AssertFail,INSTANTIATE_FORALL,LOOPINV,3,3,claude claude-s4 o4mini,1,321288,all_batch_results-cyy-gpt5/results-batch_002/o-IR__delegation_map_v__impl3__values_agree-20251126-080405/verus-repair.log
8,o4mini,IR,IR__marshal_v__impl3__lemma_serialization_is_not_a_prefix_of.rs,8,PostCondFail,postcondition_repair,USELEMMA,1,1,claude,1,316602,all_batch_results-cyy-o4mini/results-batch_003/o-IR__marshal_v__impl3__lemma_serialization_is_not_a_prefix_of-20251126-231032/verus-repair.log
8,o4mini,AL,AL__always_weaken.rs,10,AssertFail,INSTANTIATE_FORALL,INSTANTIATE_FORALL,2,3,claude claude-s4 gpt5,0,316465,all_batch_results-cyy-o4mini/results-batch_001/o-AL__always_weaken-20251126-195005/verus-repair.log
8,claude-s4,AL,AL__leads_to_weaken.rs,14,AssertFail,INSTANTIATE_FORALL,CASE_ANALYSIS,1,2,claude gpt5,1,315106,all_batch_results-cyy-claude-s4/results-batch_002/o-AL__leads_to_weaken-20251202-181704/verus-repair.log
8,o4mini,NR,NR__extra__mod_add_zero.rs,13,AssertFail,NONLINEAR_ARITHMETIC,NONLINEAR_ARITHMETIC,2,2,claude gpt5,0,312032,all_batch_results-cyy-o4mini/results-batch_004/o-NR__extra__mod_add_zero-20251127-131020/verus-repair.log
8,gpt5,MA,MA__layout__mod_mul-poly.rs,10,AssertFail,INTEGER_RING,NONLINEAR_ARITHMETIC,1,1,claude-s4,1,311448,all_batch_results-cyy-gpt5/results-batch_004/o-MA__layout__mod_mul-poly-20251127-012339/verus-repair.log
8,o4mini,AL,AL__next_preserves_inv_rec.rs,9,AssertFail,INDUCTION,INDUCTION,3,3,claude claude-s4 gpt5,0,311390,all_batch_results-cyy-o4mini/results-batch_002/o-AL__next_preserves_inv_rec-20251125-190329/verus-repair.log
8,claude-s4,AL,AL__always_implies_preserved_by_always.rs,20,AssertFail,INSTANTIATE_FORALL,CASE_ANALYSIS,1,2,claude gpt5,1,310523,all_batch_results-cyy-claude-s4/results-batch_001/o-AL__always_implies_preserved_by_always-20251203-105037/verus-repair.log
8,o4mini,ST,ST__logimpl_advance_head.rs,8,PostCondFail,postcondition_repair,precondition_repair,1,1,claude-s4,1,309753,all_batch_results-cyy-o4mini/results-batch_007/o-ST__logimpl_advance_head-20251129-234745/verus-repair.log
8,gpt5,AL,AL__true_pred_on_all_element_equal_to_pred_on_all_index.rs,9,AssertFail,INSTANTIATE_FORALL,CASE_ANALYSIS,1,2,claude claude-s4,1,308108,all_batch_results-cyy-gpt5/results-batch_002/o-AL__true_pred_on_all_element_equal_to_pred_on_all_index-20251126-010958/verus-repair.log
8,o4mini,NR,NR__impl_u__indexing__lemma_entry_base_from_index.rs,13,AssertFail,COMPUTE,NONLINEAR_ARITHMETIC,1,2,claude gpt5,1,306343,all_batch_results-cyy-o4mini/results-batch_004/o-NR__impl_u__indexing__lemma_entry_base_from_index-20251127-140930/verus-repair.log
8,o4mini,IR,IR__net_sht_v__receive_with_demarshal.rs,8,PostCondFail,postcondition_repair,CASE_ANALYSIS,2,3,claude claude-s4 gpt5,1,301880,all_batch_results-cyy-o4mini/results-batch_003/o-IR__net_sht_v__receive_with_demarshal-20251127-035507/verus-repair.log
8,claude,MA,MA__commit_mask__impl__any_set.rs,9,AssertFail,USELEMMA,INSTANTIATE_FORALL,1,1,o4mini,1,299913,all_batch_results-cyy-claude/results-batch_003/o-MA__commit_mask__impl__any_set-20251201-133202/verus-repair.log
8,o4mini,NR,NR__impl_u__l2_impl__impl0__lemma_zero_entry_facts.rs,12,Other,plain_text_repair,BIT_VECTOR_REASONING,1,2,claude gpt5,1,296915,all_batch_results-cyy-o4mini/results-batch_004/o-NR__impl_u__l2_impl__impl0__lemma_zero_entry_facts-20251127-191855/verus-repair.log
8,o4mini,NR,NR__impl_u__l2_impl__lemma_aligned_addr_mask_facts.rs,12,BitVAssertFail,bitvassert_repair,BIT_VECTOR_REASONING,1,1,claude-s4,1,289499,all_batch_results-cyy-o4mini/results-batch_004/o-NR__impl_u__l2_impl__lemma_aligned_addr_mask_facts-20251127-194037/verus-repair.log
8,o4mini,ST,ST__start_read_cdb.rs,18,AssertFail,PRECONDITION_REPAIR,precondition_repair,1,2,claude gpt5,1,289232,all_batch_results-cyy-o4mini/results-batch_008/o-ST__start_read_cdb-20251129-064250/verus-repair.log
8,claude-s4,NR,NR__extra__subtract_mod_eq_zero.rs,11,AssertFail,NONLINEAR_ARITHMETIC,INTEGER_RING,1,1,claude,1,283270,all_batch_results-cyy-claude-s4/results-batch_004/o-NR__extra__subtract_mod_eq_zero-20251203-154022/verus-repair.log
8,claude-s4,MA,MA__commit_mask__impl__all_set.rs,11,AssertFail,USELEMMA,invariant_end_repair,1,2,claude o4mini,1,283195,all_batch_results-cyy-claude-s4/results-batch_003/o-MA__commit_mask__impl__all_set-20251203-174330/verus-repair.log
8,o4mini,ST,ST__logimpl_commit.rs,11,PreCondFail,precondition_repair,precondition_repair,1,2,claude claude-s4,0,276823,all_batch_results-cyy-o4mini/results-batch_007/o-ST__logimpl_commit-20251129-235515/verus-repair.log
8,claude-s4,MA,MA__commit_mask__impl__any_set.rs,11,AssertFail,REVEAL_OPAQUE,SEQSETMAP,1,1,o4mini,1,273313,all_batch_results-cyy-claude-s4/results-batch_003/o-MA__commit_mask__impl__any_set-20251203-175257/verus-repair.log
8,o4mini,NO,NO__spec__utils__seq_to_set_rec_contains.rs,8,PostCondFail,postcondition_repair,INSTANTIATE_FORALL,2,3,claude claude-s4 gpt5,1,264716,all_batch_results-cyy-o4mini/results-batch_004/o-NO__spec__utils__seq_to_set_rec_contains-20251127-111841/verus-repair.log
8,claude-s4,NR,NR__extra__mod_add_zero.rs,18,AssertFail,NONLINEAR_ARITHMETIC,NONLINEAR_ARITHMETIC,2,2,claude gpt5,0,263681,all_batch_results-cyy-claude-s4/results-batch_004/o-NR__extra__mod_add_zero-20251203-150433/verus-repair.log
8,o4mini,NR,NR__spec_t__mmu__translation__MASK_L3_PG_ADDR.rs,15,Other,plain_text_repair,arithmetic_overflow_repair,2,3,claude claude-s4 gpt5,1,248698,all_batch_results-cyy-o4mini/results-batch_006/o-NR__spec_t__mmu__translation__MASK_L3_PG_ADDR-20251127-221836/verus-repair.log
8,o4mini,IR,IR__seq_is_unique__test_unique.rs,9,PreCondFailVecLen,precondition_veclen_repair,LOOPINV,1,2,claude claude-s4,1,242724,all_batch_results-cyy-o4mini/results-batch_003/o-IR__seq_is_unique__test_unique-20251127-045619/verus-repair.log
8,claude-s4,AL,AL__seq_pred_false_on_all_elements_is_equivalent_to_empty_filter.rs,20,AssertFail,INSTANTIATE_FORALL,CASE_ANALYSIS,1,3,claude gpt5 o4mini,1,237460,all_batch_results-cyy-claude-s4/results-batch_002/o-AL__seq_pred_false_on_all_elements_is_equivalent_to_empty_filter-20251202-203819/verus-repair.log
8,gpt5,NR,NR__definitions_u__impl2__entry_base.rs,8,ArithmeticFlow,arithmetic_overflow_repair,arithmetic_overflow_repair,2,2,claude claude-s4,0,235745,all_batch_results-cyy-gpt5/results-batch_004/o-NR__definitions_u__impl2__entry_base-20251127-081459/verus-repair.log
8,gpt5,IR,IR__verus_extra__some_differing_index_for_unequal_seqs.rs,13,AssertFail,INSTANTIATE_FORALL,EXTENSIONAL_EQUALITY,1,2,claude claude-s4,1,233112,all_batch_results-cyy-gpt5/results-batch_003/o-IR__verus_extra__some_differing_index_for_unequal_seqs-20251127-130342/verus-repair.log
8,claude-s4,OS,OS__pagetable__entry__page_entry2usize.rs,16,Other,plain_text_repair,BIT_VECTOR_REASONING,1,1,claude,1,229471,all_batch_results-cyy-claude-s4/results-batch_006/o-OS__pagetable__entry__page_entry2usize-20251204-074002/verus-repair.log
8,o4mini,ST,ST__subregion_read_absolute_aligned.rs,8,PreCondFail,precondition_repair,precondition_repair,2,3,claude claude-s4 gpt5,0,226072,all_batch_results-cyy-o4mini/results-batch_008/o-ST__subregion_read_absolute_aligned-20251129-074340/verus-repair.log
8,claude,MA,MA__layout__mod_mul-poly.rs,10,AssertFail,INTEGER_RING,NONLINEAR_ARITHMETIC,1,1,claude-s4,1,225206,all_batch_results-cyy-claude/results-batch_004/o-MA__layout__mod_mul-poly-20251201-103905/verus-repair.log
8,gpt5,IR,IR__delegation_map_v__impl3__mind_the_gap.rs,11,AssertFail,INSTANTIATE_FORALL,INSTANTIATE_FORALL,1,1,claude,0,215960,all_batch_results-cyy-gpt5/results-batch_002/o-IR__delegation_map_v__impl3__mind_the_gap-20251126-064903/verus-repair.log
8,o4mini,IR,IR__marshal_ironsht_specific_v__impl2__deserialize.rs,8,PostCondFail,postcondition_repair,ADD_TRIGGER_ASSERT,2,2,claude claude-s4,1,206812,all_batch_results-cyy-o4mini/results-batch_002/o-IR__marshal_ironsht_specific_v__impl2__deserialize-20251126-184916/verus-repair.log
8,claude,MA,MA__commit_mask__lemma_obtain_bit_index_1_aux.rs,16,BitVAssertFail,bitvassert_repair,BIT_VECTOR_REASONING,1,1,o4mini,1,204367,all_batch_results-cyy-claude/results-batch_004/o-MA__commit_mask__lemma_obtain_bit_index_1_aux-20251201-093236/verus-repair.log
